# file...... output/IEEE_123_feeder_0_swing_node.csv
# date...... Fri Jul 26 12:25:41 2019
# user...... ankit
# host...... (null)
# target.... meter 285
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,measured_current_A,measured_current_B,measured_current_C,measured_voltage_A,measured_voltage_B,measured_voltage_C,measured_power
2013-07-29 12:00:00 PST,+291.621-128.875j,-234.144-138.588j,-26.4079+266.091j,+2401.4-0.595788j,-1201.11-2079.44j,-1200.3+2079.97j,+1.85496e+06+894196j
2013-07-29 12:23:41 PST,+828.187-303.292j,-477.524-330.275j,-126.51+663.346j,+2400.84-1.71258j,-1201.45-2078.85j,-1199.4+2080.06j,+4.78072e+06+1.85509e+06j
2013-07-29 12:23:42 PST,+828.187-303.292j,-477.524-330.275j,-126.51+663.346j,+2400.84-1.71258j,-1201.45-2078.85j,-1199.4+2080.06j,+4.78072e+06+1.85509e+06j
2013-07-29 12:23:43 PST,+828.187-303.292j,-477.524-330.275j,-126.51+663.346j,+2400.84-1.71258j,-1201.45-2078.85j,-1199.4+2080.06j,+4.78072e+06+1.85509e+06j
2013-07-29 12:23:44 PST,+828.163-303.399j,-477.52-330.324j,-126.497+663.359j,+2400.84-1.7125j,-1201.45-2078.85j,-1199.4+2080.06j,+4.78077e+06+1.85532e+06j
2013-07-29 12:23:45 PST,+828.75-303.676j,-471.76-328.018j,-126.055+666.939j,+2400.84-1.71369j,-1201.45-2078.86j,-1199.39+2080.06j,+4.77738e+06+1.852e+06j
2013-07-29 12:23:46 PST,+828.75-303.676j,-471.76-328.018j,-126.055+666.939j,+2400.84-1.71369j,-1201.45-2078.86j,-1199.39+2080.06j,+4.77738e+06+1.852e+06j
2013-07-29 12:23:47 PST,+828.75-303.676j,-471.76-328.018j,-126.055+666.939j,+2400.84-1.71369j,-1201.45-2078.86j,-1199.39+2080.06j,+4.77738e+06+1.852e+06j
2013-07-29 12:23:48 PST,+828.64-304.068j,-471.46-328.256j,-126.036+666.996j,+2400.84-1.71332j,-1201.45-2078.86j,-1199.39+2080.06j,+4.77735e+06+1.85214e+06j
2013-07-29 12:23:49 PST,+826.299-302.327j,-473.546-329.11j,-125.751+668.884j,+2400.84-1.70877j,-1201.45-2078.86j,-1199.38+2080.06j,+4.77959e+06+1.85413e+06j
2013-07-29 12:23:50 PST,+826.299-302.327j,-473.546-329.11j,-125.751+668.884j,+2400.84-1.70877j,-1201.45-2078.86j,-1199.38+2080.06j,+4.77959e+06+1.85413e+06j
2013-07-29 12:23:51 PST,+826.299-302.327j,-473.546-329.11j,-125.751+668.884j,+2400.84-1.70877j,-1201.45-2078.86j,-1199.38+2080.06j,+4.77959e+06+1.85413e+06j
2013-07-29 12:23:52 PST,+826.312-302.191j,-473.556-329.11j,-125.594+668.918j,+2400.84-1.70884j,-1201.45-2078.86j,-1199.38+2080.06j,+4.77951e+06+1.85419e+06j
2013-07-29 12:23:53 PST,+829.076-304.592j,-471.759-328.371j,-125.247+670.998j,+2400.84-1.7141j,-1201.45-2078.86j,-1199.38+2080.05j,+4.78636e+06+1.86032e+06j
2013-07-29 12:23:54 PST,+829.076-304.592j,-471.759-328.371j,-125.247+670.998j,+2400.84-1.7141j,-1201.45-2078.86j,-1199.38+2080.05j,+4.78636e+06+1.86032e+06j
2013-07-29 12:23:55 PST,+829.076-304.592j,-471.759-328.371j,-125.247+670.998j,+2400.84-1.7141j,-1201.45-2078.86j,-1199.38+2080.05j,+4.78636e+06+1.86032e+06j
2013-07-29 12:23:56 PST,+829.053-305.014j,-471.652-328.426j,-125.333+671.003j,+2400.84-1.71391j,-1201.45-2078.86j,-1199.38+2080.05j,+4.78641e+06+1.86087e+06j
2013-07-29 12:23:57 PST,+830.5-306.12j,-475.03-329.908j,-125.469+670.42j,+2400.83-1.71672j,-1201.45-2078.85j,-1199.38+2080.05j,+4.79597e+06+1.86777e+06j
2013-07-29 12:23:58 PST,+830.5-306.12j,-475.03-329.908j,-125.469+670.42j,+2400.83-1.71672j,-1201.45-2078.85j,-1199.38+2080.05j,+4.79597e+06+1.86777e+06j
2013-07-29 12:23:59 PST,+830.5-306.12j,-475.03-329.908j,-125.469+670.42j,+2400.83-1.71672j,-1201.45-2078.85j,-1199.38+2080.05j,+4.79597e+06+1.86777e+06j
2013-07-29 12:24:00 PST,+830.553-306.034j,-475.133-329.811j,-125.502+670.403j,+2400.83-1.71686j,-1201.45-2078.85j,-1199.38+2080.05j,+4.79603e+06+1.86781e+06j
2013-07-29 12:24:01 PST,+826.141-302.115j,-476.969-331.193j,-125.188+672.405j,+2400.84-1.70849j,-1201.46-2078.85j,-1199.38+2080.05j,+4.79429e+06+1.86362e+06j
2013-07-29 12:24:02 PST,+826.141-302.115j,-476.969-331.193j,-125.188+672.405j,+2400.84-1.70849j,-1201.46-2078.85j,-1199.38+2080.05j,+4.79429e+06+1.86362e+06j
2013-07-29 12:24:03 PST,+826.141-302.115j,-476.969-331.193j,-125.188+672.405j,+2400.84-1.70849j,-1201.46-2078.85j,-1199.38+2080.05j,+4.79429e+06+1.86362e+06j
2013-07-29 12:24:04 PST,+826.096-301.678j,-476.636-331.229j,-124.826+672.512j,+2400.85-1.70854j,-1201.46-2078.85j,-1199.38+2080.05j,+4.79365e+06+1.86272e+06j
2013-07-29 12:24:05 PST,+826.034-301.5j,-479.929-332.565j,-125.054+670.754j,+2400.85-1.70846j,-1201.46-2078.84j,-1199.38+2080.05j,+4.79685e+06+1.86495e+06j
2013-07-29 12:24:06 PST,+826.034-301.5j,-479.929-332.565j,-125.054+670.754j,+2400.85-1.70846j,-1201.46-2078.84j,-1199.38+2080.05j,+4.79685e+06+1.86495e+06j
2013-07-29 12:24:07 PST,+826.034-301.5j,-479.929-332.565j,-125.054+670.754j,+2400.85-1.70846j,-1201.46-2078.84j,-1199.38+2080.05j,+4.79685e+06+1.86495e+06j
2013-07-29 12:24:08 PST,+826.087-301.195j,-480.07-332.467j,-124.947+670.749j,+2400.85-1.70868j,-1201.46-2078.84j,-1199.38+2080.05j,+4.79681e+06+1.86484e+06j
2013-07-29 12:24:09 PST,+823.93-299.304j,-486.102-334.694j,-124.473+673.927j,+2400.85-1.70458j,-1201.46-2078.83j,-1199.37+2080.05j,+4.80954e+06+1.87496e+06j
2013-07-29 12:24:10 PST,+823.93-299.304j,-486.102-334.694j,-124.473+673.927j,+2400.85-1.70458j,-1201.46-2078.83j,-1199.37+2080.05j,+4.80954e+06+1.87496e+06j
2013-07-29 12:24:11 PST,+823.93-299.304j,-486.102-334.694j,-124.473+673.927j,+2400.85-1.70458j,-1201.46-2078.83j,-1199.37+2080.05j,+4.80954e+06+1.87496e+06j
2013-07-29 12:24:12 PST,+823.968-298.842j,-486.214-334.689j,-124.06+674.043j,+2400.85-1.70481j,-1201.46-2078.83j,-1199.37+2080.05j,+4.8095e+06+1.87509e+06j
2013-07-29 12:24:13 PST,+830.547-304.082j,-484.179-333.862j,-123.637+677.811j,+2400.84-1.71749j,-1201.46-2078.83j,-1199.36+2080.05j,+4.82846e+06+1.8898e+06j
2013-07-29 12:24:14 PST,+830.547-304.082j,-484.179-333.862j,-123.637+677.811j,+2400.84-1.71749j,-1201.46-2078.83j,-1199.36+2080.05j,+4.82846e+06+1.8898e+06j
2013-07-29 12:24:15 PST,+830.547-304.082j,-484.179-333.862j,-123.637+677.811j,+2400.84-1.71749j,-1201.46-2078.83j,-1199.36+2080.05j,+4.82846e+06+1.8898e+06j
2013-07-29 12:24:16 PST,+830.511-304.676j,-484.077-333.873j,-123.82+677.822j,+2400.84-1.71721j,-1201.46-2078.83j,-1199.36+2080.05j,+4.82852e+06+1.89064e+06j
2013-07-29 12:24:17 PST,+835.182-307.45j,-479.077-331.844j,-123.997+676.832j,+2400.83-1.72652j,-1201.46-2078.84j,-1199.37+2080.05j,+4.82766e+06+1.88777e+06j
2013-07-29 12:24:18 PST,+835.182-307.45j,-479.077-331.844j,-123.997+676.832j,+2400.83-1.72652j,-1201.46-2078.84j,-1199.37+2080.05j,+4.82766e+06+1.88777e+06j
2013-07-29 12:24:19 PST,+835.182-307.45j,-479.077-331.844j,-123.997+676.832j,+2400.83-1.72652j,-1201.46-2078.84j,-1199.37+2080.05j,+4.82766e+06+1.88777e+06j
2013-07-29 12:24:20 PST,+834.882-308.203j,-478.918-331.87j,-124.368+676.773j,+2400.83-1.72562j,-1201.46-2078.84j,-1199.37+2080.05j,+4.82713e+06+1.88838e+06j
2013-07-29 12:24:21 PST,+832.988-306.732j,-480.946-332.713j,-124.521+676.501j,+2400.83-1.72196j,-1201.46-2078.84j,-1199.37+2080.05j,+4.82639e+06+1.88741e+06j
2013-07-29 12:24:22 PST,+832.988-306.732j,-480.946-332.713j,-124.521+676.501j,+2400.83-1.72196j,-1201.46-2078.84j,-1199.37+2080.05j,+4.82639e+06+1.88741e+06j
2013-07-29 12:24:23 PST,+832.988-306.732j,-480.946-332.713j,-124.521+676.501j,+2400.83-1.72196j,-1201.46-2078.84j,-1199.37+2080.05j,+4.82639e+06+1.88741e+06j
2013-07-29 12:24:24 PST,+833.054-306.483j,-481.089-332.595j,-124.57+676.476j,+2400.83-1.72219j,-1201.46-2078.84j,-1199.37+2080.05j,+4.82648e+06+1.88712e+06j
2013-07-29 12:24:25 PST,+832.38-306.12j,-478.899-331.664j,-126.283+664.922j,+2400.83-1.72083j,-1201.46-2078.84j,-1199.39+2080.06j,+4.79833e+06+1.86541e+06j
2013-07-29 12:24:26 PST,+832.38-306.12j,-478.899-331.664j,-126.283+664.922j,+2400.83-1.72083j,-1201.46-2078.84j,-1199.39+2080.06j,+4.79833e+06+1.86541e+06j
2013-07-29 12:24:27 PST,+832.38-306.12j,-478.899-331.664j,-126.283+664.922j,+2400.83-1.72083j,-1201.46-2078.84j,-1199.39+2080.06j,+4.79833e+06+1.86541e+06j
2013-07-29 12:24:28 PST,+832.524-306.053j,-479.123-331.391j,-126.829+664.74j,+2400.83-1.72117j,-1201.46-2078.84j,-1199.39+2080.06j,+4.79865e+06+1.86469e+06j
2013-07-29 12:24:29 PST,+835.108-308.323j,-473.473-329.097j,-126.707+666.376j,+2400.83-1.72608j,-1201.45-2078.86j,-1199.39+2080.06j,+4.79656e+06+1.86336e+06j
2013-07-29 12:24:30 PST,+835.108-308.323j,-473.473-329.097j,-126.707+666.376j,+2400.83-1.72608j,-1201.45-2078.86j,-1199.39+2080.06j,+4.79656e+06+1.86336e+06j
2013-07-29 12:24:31 PST,+835.108-308.323j,-473.473-329.097j,-126.707+666.376j,+2400.83-1.72608j,-1201.45-2078.86j,-1199.39+2080.06j,+4.79656e+06+1.86336e+06j
2013-07-29 12:24:32 PST,+835.008-308.927j,-473.295-329.195j,-126.955+666.347j,+2400.83-1.72566j,-1201.45-2078.86j,-1199.39+2080.06j,+4.79654e+06+1.86377e+06j
2013-07-29 12:24:33 PST,+838.265-311.832j,-469.451-327.461j,-126.922+667.827j,+2400.82-1.73183j,-1201.45-2078.87j,-1199.39+2080.06j,+4.79918e+06+1.86667e+06j
2013-07-29 12:24:34 PST,+838.265-311.832j,-469.451-327.461j,-126.922+667.827j,+2400.82-1.73183j,-1201.45-2078.87j,-1199.39+2080.06j,+4.79918e+06+1.86667e+06j
2013-07-29 12:24:35 PST,+838.265-311.832j,-469.451-327.461j,-126.922+667.827j,+2400.82-1.73183j,-1201.45-2078.87j,-1199.39+2080.06j,+4.79918e+06+1.86667e+06j
2013-07-29 12:24:36 PST,+838.235-312.456j,-469.359-327.461j,-127.31+667.769j,+2400.82-1.73156j,-1201.45-2078.87j,-1199.39+2080.06j,+4.79934e+06+1.8671e+06j
2013-07-29 12:24:37 PST,+837.879-311.733j,-468.25-327.01j,-127.605+665.402j,+2400.82-1.73102j,-1201.45-2078.87j,-1199.39+2080.06j,+4.79165e+06+1.86016e+06j
2013-07-29 12:24:38 PST,+837.879-311.733j,-468.25-327.01j,-127.605+665.402j,+2400.82-1.73102j,-1201.45-2078.87j,-1199.39+2080.06j,+4.79165e+06+1.86016e+06j
2013-07-29 12:24:39 PST,+837.879-311.733j,-468.25-327.01j,-127.605+665.402j,+2400.82-1.73102j,-1201.45-2078.87j,-1199.39+2080.06j,+4.79165e+06+1.86016e+06j
2013-07-29 12:24:40 PST,+837.943-311.545j,-468.232-327.025j,-127.654+665.407j,+2400.82-1.73122j,-1201.45-2078.87j,-1199.39+2080.06j,+4.79188e+06+1.85956e+06j
2013-07-29 12:24:41 PST,+840.484-313.704j,-463.095-324.85j,-127.21+669.411j,+2400.81-1.73607j,-1201.45-2078.88j,-1199.38+2080.06j,+4.79509e+06+1.86239e+06j
2013-07-29 12:24:42 PST,+840.484-313.704j,-463.095-324.85j,-127.21+669.411j,+2400.81-1.73607j,-1201.45-2078.88j,-1199.38+2080.06j,+4.79509e+06+1.86239e+06j
2013-07-29 12:24:43 PST,+840.484-313.704j,-463.095-324.85j,-127.21+669.411j,+2400.81-1.73607j,-1201.45-2078.88j,-1199.38+2080.06j,+4.79509e+06+1.86239e+06j
2013-07-29 12:24:44 PST,+840.484-314.163j,-462.988-324.908j,-127.382+669.403j,+2400.81-1.73592j,-1201.45-2078.88j,-1199.38+2080.06j,+4.79527e+06+1.86283e+06j
2013-07-29 12:24:45 PST,+844.412-317.067j,-462.511-324.896j,-127.092+671.812j,+2400.81-1.74356j,-1201.45-2078.88j,-1199.38+2080.06j,+4.80876e+06+1.8723e+06j
2013-07-29 12:24:46 PST,+844.412-317.067j,-462.511-324.896j,-127.092+671.812j,+2400.81-1.74356j,-1201.45-2078.88j,-1199.38+2080.06j,+4.80876e+06+1.8723e+06j
2013-07-29 12:24:47 PST,+844.412-317.067j,-462.511-324.896j,-127.092+671.812j,+2400.81-1.74356j,-1201.45-2078.88j,-1199.38+2080.06j,+4.80876e+06+1.8723e+06j
2013-07-29 12:24:48 PST,+844.331-317.418j,-462.356-325.045j,-127.095+671.808j,+2400.81-1.74327j,-1201.45-2078.88j,-1199.38+2080.06j,+4.80869e+06+1.87263e+06j
2013-07-29 12:24:49 PST,+845.244-318.07j,-463.848-325.652j,-126.264+676.875j,+2400.8-1.74505j,-1201.45-2078.88j,-1199.37+2080.05j,+4.82347e+06+1.88436e+06j
2013-07-29 12:24:50 PST,+845.244-318.07j,-463.848-325.652j,-126.264+676.875j,+2400.8-1.74505j,-1201.45-2078.88j,-1199.37+2080.05j,+4.82347e+06+1.88436e+06j
2013-07-29 12:24:51 PST,+845.244-318.07j,-463.848-325.652j,-126.264+676.875j,+2400.8-1.74505j,-1201.45-2078.88j,-1199.37+2080.05j,+4.82347e+06+1.88436e+06j
2013-07-29 12:24:52 PST,+845.19-318.076j,-463.778-325.763j,-125.945+676.966j,+2400.8-1.74493j,-1201.45-2078.88j,-1199.37+2080.05j,+4.8233e+06+1.88487e+06j
2013-07-29 12:24:53 PST,+847.388-319.906j,-466.232-326.748j,-125.727+678.316j,+2400.8-1.74914j,-1201.45-2078.87j,-1199.36+2080.05j,+4.83611e+06+1.89524e+06j
2013-07-29 12:24:54 PST,+847.388-319.906j,-466.232-326.748j,-125.727+678.316j,+2400.8-1.74914j,-1201.45-2078.87j,-1199.36+2080.05j,+4.83611e+06+1.89524e+06j
2013-07-29 12:24:55 PST,+847.388-319.906j,-466.232-326.748j,-125.727+678.316j,+2400.8-1.74914j,-1201.45-2078.87j,-1199.36+2080.05j,+4.83611e+06+1.89524e+06j
2013-07-29 12:24:56 PST,+847.422-319.938j,-466.327-326.677j,-125.67+678.328j,+2400.8-1.74921j,-1201.45-2078.87j,-1199.36+2080.05j,+4.83612e+06+1.89573e+06j
2013-07-29 12:24:57 PST,+844.983-317.936j,-462.738-325.249j,-125.663+678.377j,+2400.8-1.74453j,-1201.45-2078.88j,-1199.36+2080.05j,+4.82308e+06+1.88527e+06j
2013-07-29 12:24:58 PST,+844.983-317.936j,-462.738-325.249j,-125.663+678.377j,+2400.8-1.74453j,-1201.45-2078.88j,-1199.36+2080.05j,+4.82308e+06+1.88527e+06j
2013-07-29 12:24:59 PST,+844.983-317.936j,-462.738-325.249j,-125.663+678.377j,+2400.8-1.74453j,-1201.45-2078.88j,-1199.36+2080.05j,+4.82308e+06+1.88527e+06j
2013-07-29 12:25:00 PST,+844.927-317.988j,-462.582-325.413j,-125.666+678.389j,+2400.8-1.74439j,-1201.45-2078.88j,-1199.36+2080.05j,+4.82313e+06+1.88488e+06j
2013-07-29 12:25:01 PST,+859.046-300.557j,-464.911-338.692j,-142.579+686.4j,+2400.84-1.781j,-1201.48-2078.87j,-1199.34+2080.09j,+4.92441e+06+1.80627e+06j
2013-07-29 12:25:02 PST,+862.064-303.205j,-467.219-339.662j,-141.888+690.774j,+2400.83-1.78674j,-1201.48-2078.87j,-1199.33+2080.08j,+4.94471e+06+1.82292e+06j
2013-07-29 12:25:03 PST,+862.064-303.205j,-467.219-339.662j,-141.888+690.774j,+2400.83-1.78674j,-1201.48-2078.87j,-1199.33+2080.08j,+4.94471e+06+1.82292e+06j
2013-07-29 12:25:04 PST,+861.996-303.485j,-467.207-339.647j,-141.802+690.79j,+2400.83-1.7865j,-1201.48-2078.87j,-1199.33+2080.08j,+4.94444e+06+1.82378e+06j
2013-07-29 12:25:05 PST,+870.487-310.353j,-462.975-337.883j,-141.529+692.5j,+2400.81-1.80282j,-1201.48-2078.88j,-1199.33+2080.08j,+4.9593e+06+1.83618e+06j
2013-07-29 12:25:06 PST,+870.487-310.353j,-462.975-337.883j,-141.529+692.5j,+2400.81-1.80282j,-1201.48-2078.88j,-1199.33+2080.08j,+4.9593e+06+1.83618e+06j
2013-07-29 12:25:07 PST,+870.487-310.353j,-462.975-337.883j,-141.529+692.5j,+2400.81-1.80282j,-1201.48-2078.88j,-1199.33+2080.08j,+4.9593e+06+1.83618e+06j
2013-07-29 12:25:08 PST,+870.365-311.075j,-462.855-337.925j,-141.775+692.446j,+2400.81-1.80232j,-1201.48-2078.88j,-1199.33+2080.08j,+4.95913e+06+1.83704e+06j
2013-07-29 12:25:09 PST,+866.338-307.662j,-462.49-337.806j,-142.248+688.733j,+2400.82-1.79463j,-1201.48-2078.88j,-1199.33+2080.09j,+4.94163e+06+1.82282e+06j
2013-07-29 12:25:10 PST,+866.338-307.662j,-462.49-337.806j,-142.248+688.733j,+2400.82-1.79463j,-1201.48-2078.88j,-1199.33+2080.09j,+4.94163e+06+1.82282e+06j
2013-07-29 12:25:11 PST,+866.338-307.662j,-462.49-337.806j,-142.248+688.733j,+2400.82-1.79463j,-1201.48-2078.88j,-1199.33+2080.09j,+4.94163e+06+1.82282e+06j
2013-07-29 12:25:12 PST,+866.431-307.412j,-462.474-337.817j,-142.249+688.77j,+2400.82-1.79491j,-1201.48-2078.88j,-1199.33+2080.09j,+4.94193e+06+1.82221e+06j
2013-07-29 12:25:13 PST,+862.818-304.435j,-468.505-340.367j,-142.105+690.269j,+2400.83-1.78798j,-1201.48-2078.86j,-1199.33+2080.08j,+4.94875e+06+1.82664e+06j
2013-07-29 12:25:14 PST,+862.818-304.435j,-468.505-340.367j,-142.105+690.269j,+2400.83-1.78798j,-1201.48-2078.86j,-1199.33+2080.08j,+4.94875e+06+1.82664e+06j
2013-07-29 12:25:15 PST,+862.818-304.435j,-468.505-340.367j,-142.105+690.269j,+2400.83-1.78798j,-1201.48-2078.86j,-1199.33+2080.08j,+4.94875e+06+1.82664e+06j
2013-07-29 12:25:16 PST,+862.94-303.939j,-468.656-340.299j,-141.874+690.326j,+2400.83-1.78841j,-1201.48-2078.86j,-1199.33+2080.08j,+4.94892e+06+1.82639e+06j
2013-07-29 12:25:17 PST,+855.156-297.751j,-473.617-342.29j,-141.994+688.861j,+2400.84-1.77341j,-1201.48-2078.85j,-1199.33+2080.08j,+4.93743e+06+1.81748e+06j
2013-07-29 12:25:18 PST,+855.156-297.751j,-473.617-342.29j,-141.994+688.861j,+2400.84-1.77341j,-1201.48-2078.85j,-1199.33+2080.08j,+4.93743e+06+1.81748e+06j
2013-07-29 12:25:19 PST,+855.156-297.751j,-473.617-342.29j,-141.994+688.861j,+2400.84-1.77341j,-1201.48-2078.85j,-1199.33+2080.08j,+4.93743e+06+1.81748e+06j
2013-07-29 12:25:20 PST,+855.277-297.096j,-473.735-342.273j,-141.684+688.939j,+2400.85-1.77389j,-1201.48-2078.85j,-1199.33+2080.08j,+4.93761e+06+1.81691e+06j
2013-07-29 12:25:21 PST,+851.145-293.762j,-476.628-343.47j,-142.195+685.829j,+2400.85-1.76595j,-1201.48-2078.84j,-1199.34+2080.09j,+4.9278e+06+1.8087e+06j
2013-07-29 12:25:22 PST,+851.145-293.762j,-476.628-343.47j,-142.195+685.829j,+2400.85-1.76595j,-1201.48-2078.84j,-1199.34+2080.09j,+4.9278e+06+1.8087e+06j
2013-07-29 12:25:23 PST,+851.145-293.762j,-476.628-343.47j,-142.195+685.829j,+2400.85-1.76595j,-1201.48-2078.84j,-1199.34+2080.09j,+4.9278e+06+1.8087e+06j
2013-07-29 12:25:24 PST,+851.273-293.245j,-476.828-343.354j,-142.208+685.793j,+2400.86-1.76639j,-1201.48-2078.84j,-1199.34+2080.09j,+4.92805e+06+1.80795e+06j
2013-07-29 12:25:25 PST,+848.665-291.204j,-478.847-344.208j,-142.51+683.004j,+2400.86-1.76136j,-1201.48-2078.84j,-1199.35+2080.09j,+4.92055e+06+1.80226e+06j
2013-07-29 12:25:26 PST,+848.665-291.204j,-478.847-344.208j,-142.51+683.004j,+2400.86-1.76136j,-1201.48-2078.84j,-1199.35+2080.09j,+4.92055e+06+1.80226e+06j
2013-07-29 12:25:27 PST,+848.665-291.204j,-478.847-344.208j,-142.51+683.004j,+2400.86-1.76136j,-1201.48-2078.84j,-1199.35+2080.09j,+4.92055e+06+1.80226e+06j
2013-07-29 12:25:28 PST,+848.729-291.022j,-478.903-344.187j,-142.451+683.001j,+2400.86-1.76156j,-1201.48-2078.84j,-1199.35+2080.09j,+4.92065e+06+1.80208e+06j
2013-07-29 12:25:29 PST,+845.208-288.064j,-480.948-345.005j,-143.25+677.454j,+2400.87-1.75482j,-1201.49-2078.83j,-1199.36+2080.09j,+4.90577e+06+1.78995e+06j
2013-07-29 12:25:30 PST,+845.208-288.064j,-480.948-345.005j,-143.25+677.454j,+2400.87-1.75482j,-1201.49-2078.83j,-1199.36+2080.09j,+4.90577e+06+1.78995e+06j
2013-07-29 12:25:31 PST,+845.208-288.064j,-480.948-345.005j,-143.25+677.454j,+2400.87-1.75482j,-1201.49-2078.83j,-1199.36+2080.09j,+4.90577e+06+1.78995e+06j
2013-07-29 12:25:32 PST,+845.328-287.571j,-481.113-344.884j,-143.258+677.485j,+2400.87-1.75525j,-1201.49-2078.83j,-1199.36+2080.09j,+4.90608e+06+1.78928e+06j
2013-07-29 12:25:33 PST,+846.694-288.632j,-480.02-344.358j,-143.011+679.23j,+2400.87-1.75789j,-1201.48-2078.84j,-1199.36+2080.09j,+4.91029e+06+1.79278e+06j
2013-07-29 12:25:34 PST,+846.694-288.632j,-480.02-344.358j,-143.011+679.23j,+2400.87-1.75789j,-1201.48-2078.84j,-1199.36+2080.09j,+4.91029e+06+1.79278e+06j
2013-07-29 12:25:35 PST,+846.694-288.632j,-480.02-344.358j,-143.011+679.23j,+2400.87-1.75789j,-1201.48-2078.84j,-1199.36+2080.09j,+4.91029e+06+1.79278e+06j
2013-07-29 12:25:36 PST,+846.687-288.699j,-480.002-344.378j,-142.948+679.254j,+2400.87-1.75785j,-1201.48-2078.84j,-1199.36+2080.09j,+4.91026e+06+1.79304e+06j
2013-07-29 12:25:37 PST,+851.429-292.827j,-484.495-346.229j,-142.613+681.742j,+2400.86-1.76687j,-1201.49-2078.83j,-1199.35+2080.09j,+4.93567e+06+1.81372e+06j
2013-07-29 12:25:38 PST,+851.429-292.827j,-484.495-346.229j,-142.613+681.742j,+2400.86-1.76687j,-1201.49-2078.83j,-1199.35+2080.09j,+4.93567e+06+1.81372e+06j
2013-07-29 12:25:39 PST,+851.429-292.827j,-484.495-346.229j,-142.613+681.742j,+2400.86-1.76687j,-1201.49-2078.83j,-1199.35+2080.09j,+4.93567e+06+1.81372e+06j
2013-07-29 12:25:40 PST,+851.36-293.088j,-484.687-346.088j,-142.607+681.705j,+2400.86-1.76664j,-1201.49-2078.83j,-1199.35+2080.09j,+4.93536e+06+1.81489e+06j
2013-07-29 12:25:41 PST,+850.614-292.569j,-482.776-345.28j,-142.655+681.601j,+2400.86-1.76518j,-1201.49-2078.83j,-1199.35+2080.09j,+4.92943e+06+1.81042e+06j
2013-07-29 12:25:42 PST,+850.614-292.569j,-482.776-345.28j,-142.655+681.601j,+2400.86-1.76518j,-1201.49-2078.83j,-1199.35+2080.09j,+4.92943e+06+1.81042e+06j
2013-07-29 12:25:43 PST,+850.614-292.569j,-482.776-345.28j,-142.655+681.601j,+2400.86-1.76518j,-1201.49-2078.83j,-1199.35+2080.09j,+4.92943e+06+1.81042e+06j
2013-07-29 12:25:44 PST,+850.636-292.54j,-482.723-345.343j,-142.655+681.592j,+2400.86-1.76523j,-1201.49-2078.83j,-1199.35+2080.09j,+4.92953e+06+1.81015e+06j
2013-07-29 12:25:45 PST,+852.114-293.842j,-484.271-345.984j,-142.104+685.666j,+2400.85-1.76804j,-1201.49-2078.83j,-1199.34+2080.09j,+4.94408e+06+1.82174e+06j
2013-07-29 12:25:46 PST,+852.114-293.842j,-484.271-345.984j,-142.104+685.666j,+2400.85-1.76804j,-1201.49-2078.83j,-1199.34+2080.09j,+4.94408e+06+1.82174e+06j
2013-07-29 12:25:47 PST,+852.114-293.842j,-484.271-345.984j,-142.104+685.666j,+2400.85-1.76804j,-1201.49-2078.83j,-1199.34+2080.09j,+4.94408e+06+1.82174e+06j
2013-07-29 12:25:48 PST,+852.094-293.941j,-484.272-345.992j,-141.987+685.675j,+2400.85-1.76796j,-1201.49-2078.83j,-1199.34+2080.09j,+4.94393e+06+1.82223e+06j
2013-07-29 12:25:49 PST,+851.956-293.982j,-482.679-345.342j,-142.326+682.896j,+2400.85-1.76765j,-1201.49-2078.83j,-1199.35+2080.09j,+4.93496e+06+1.81577e+06j
2013-07-29 12:25:50 PST,+851.956-293.982j,-482.679-345.342j,-142.326+682.896j,+2400.85-1.76765j,-1201.49-2078.83j,-1199.35+2080.09j,+4.93496e+06+1.81577e+06j
2013-07-29 12:25:51 PST,+851.956-293.982j,-482.679-345.342j,-142.326+682.896j,+2400.85-1.76765j,-1201.49-2078.83j,-1199.35+2080.09j,+4.93496e+06+1.81577e+06j
2013-07-29 12:25:52 PST,+851.928-294.1j,-482.641-345.35j,-142.438+682.843j,+2400.85-1.76755j,-1201.49-2078.83j,-1199.35+2080.09j,+4.93489e+06+1.81566e+06j
2013-07-29 12:25:53 PST,+855.51-296.949j,-482.64-345.351j,-142.195+683.911j,+2400.85-1.77445j,-1201.49-2078.83j,-1199.35+2080.09j,+4.94542e+06+1.82427e+06j
2013-07-29 12:25:54 PST,+855.51-296.949j,-482.64-345.351j,-142.195+683.911j,+2400.85-1.77445j,-1201.49-2078.83j,-1199.35+2080.09j,+4.94542e+06+1.82427e+06j
2013-07-29 12:25:55 PST,+855.51-296.949j,-482.64-345.351j,-142.195+683.911j,+2400.85-1.77445j,-1201.49-2078.83j,-1199.35+2080.09j,+4.94542e+06+1.82427e+06j
2013-07-29 12:25:56 PST,+855.447-297.194j,-482.611-345.352j,-142.194+683.933j,+2400.85-1.77423j,-1201.49-2078.83j,-1199.35+2080.09j,+4.94528e+06+1.82482e+06j
2013-07-29 12:25:57 PST,+851.561-294.145j,-482.048-345.176j,-142.416+682.98j,+2400.85-1.76673j,-1201.49-2078.83j,-1199.35+2080.09j,+4.9332e+06+1.81496e+06j
